case_id,int_mode,prepost_status,sample_type,trans_id,trans_contact,trans_therm,trans_military,trans_bathroom,trans_sports_pre,trans_sports_post,trans_sports_prepost,trans_discrim,gay_id,gay_contact,gay_therm,gay_adoption,gay_marriage,gay_elect,gay_discrim,resp_partyid,resp_race,resp_age,resp_edu,weight,psu,stratum,sample_mode
140001,2,2,1,2.0,1.0,60.0,4.0,7.0,1.0,,1.0,4.0,1.0,1.0,85.0,6.0,,3.0,1.0,7.0,3.0,50.0,13.0,0.710864874498513,2.0,93.0,panel_ftf_web_papi
140002,2,2,1,2.0,2.0,50.0,4.0,4.0,3.0,,3.0,4.0,1.0,1.0,50.0,1.0,,3.0,1.0,4.0,4.0,41.0,10.0,2.38378558802356,2.0,110.0,panel_ftf_web_papi
140003,2,2,1,2.0,1.0,100.0,1.0,1.0,7.0,,7.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,1.0,1.0,1.0,44.0,10.0,0.808992408255851,1.0,125.0,panel_ftf_web_papi
140004,2,2,1,2.0,2.0,50.0,4.0,2.0,7.0,,7.0,3.0,1.0,2.0,40.0,2.0,,4.0,1.0,6.0,4.0,45.0,11.0,0.291739965421631,2.0,113.0,panel_ftf_web_papi
140005,2,2,1,2.0,2.0,0.0,7.0,7.0,1.0,,1.0,5.0,1.0,2.0,0.0,5.0,,5.0,2.0,5.0,1.0,80.0,16.0,0.222012175174604,1.0,107.0,panel_ftf_web_papi
140006,2,2,1,2.0,2.0,70.0,4.0,4.0,4.0,,4.0,2.0,1.0,2.0,70.0,2.0,,4.0,1.0,3.0,1.0,75.0,10.0,0.472275406210762,2.0,121.0,panel_ftf_web_papi
140007,2,2,1,2.0,2.0,50.0,7.0,4.0,4.0,,4.0,,1.0,1.0,60.0,1.0,1.0,3.0,2.0,4.0,1.0,41.0,11.0,0.300330877912564,1.0,91.0,panel_ftf_web_papi
140008,2,2,1,2.0,2.0,50.0,4.0,4.0,4.0,,4.0,5.0,1.0,2.0,50.0,2.0,4.0,5.0,2.0,6.0,1.0,49.0,10.0,0.629183208887194,2.0,121.0,panel_ftf_web_papi
140010,2,2,1,2.0,1.0,0.0,4.0,7.0,1.0,,1.0,3.0,1.0,1.0,50.0,2.0,2.0,5.0,2.0,3.0,3.0,45.0,9.0,2.3632650545815,2.0,125.0,panel_ftf_web_papi
140011,2,2,1,2.0,2.0,50.0,6.0,6.0,6.0,,6.0,3.0,1.0,2.0,50.0,2.0,6.0,3.0,1.0,1.0,3.0,41.0,9.0,1.20543235144655,1.0,106.0,panel_ftf_web_papi
140012,2,2,1,2.0,2.0,50.0,2.0,6.0,2.0,,2.0,2.0,1.0,1.0,100.0,1.0,1.0,3.0,1.0,2.0,1.0,59.0,9.0,0.920698409805383,1.0,91.0,panel_ftf_web_papi
140013,2,2,1,2.0,2.0,0.0,6.0,7.0,1.0,,1.0,3.0,1.0,2.0,50.0,2.0,2.0,3.0,3.0,5.0,1.0,34.0,9.0,0.804943012325759,2.0,122.0,panel_ftf_web_papi
140014,2,2,1,2.0,2.0,50.0,4.0,7.0,2.0,,2.0,2.0,1.0,2.0,50.0,3.0,2.0,3.0,2.0,3.0,4.0,42.0,14.0,0.392984608729828,2.0,105.0,panel_ftf_web_papi
140016,2,2,1,2.0,1.0,50.0,4.0,7.0,1.0,,1.0,2.0,1.0,1.0,50.0,5.0,,5.0,1.0,7.0,3.0,70.0,10.0,0.210002708609506,2.0,110.0,panel_ftf_web_papi
140017,2,2,1,2.0,2.0,50.0,1.0,4.0,3.0,,3.0,2.0,1.0,1.0,85.0,2.0,1.0,5.0,1.0,3.0,1.0,58.0,13.0,0.826666114530239,1.0,85.0,panel_ftf_web_papi
140018,2,2,1,2.0,1.0,85.0,2.0,4.0,2.0,,2.0,2.0,1.0,1.0,85.0,1.0,,3.0,1.0,1.0,1.0,59.0,13.0,0.45504630025418,1.0,90.0,panel_ftf_web_papi
140019,2,2,1,2.0,2.0,50.0,4.0,4.0,4.0,,4.0,1.0,1.0,1.0,50.0,1.0,1.0,5.0,1.0,2.0,1.0,66.0,13.0,0.347757528782946,2.0,103.0,panel_ftf_web_papi
140021,2,2,1,2.0,2.0,15.0,7.0,6.0,1.0,,1.0,2.0,1.0,2.0,70.0,2.0,2.0,4.0,2.0,7.0,3.0,35.0,13.0,1.50269015407221,2.0,89.0,panel_ftf_web_papi
140023,2,2,1,2.0,2.0,50.0,1.0,3.0,3.0,,3.0,1.0,3.0,2.0,50.0,1.0,,4.0,1.0,3.0,1.0,28.0,14.0,3.79756254718751,2.0,89.0,panel_ftf_web_papi
140026,2,2,1,2.0,2.0,50.0,4.0,3.0,4.0,,4.0,2.0,1.0,1.0,50.0,2.0,1.0,4.0,1.0,1.0,1.0,77.0,13.0,0.23258058998459,1.0,103.0,panel_ftf_web_papi
140027,2,2,1,2.0,2.0,30.0,4.0,7.0,7.0,,7.0,3.0,1.0,2.0,30.0,6.0,,5.0,1.0,7.0,1.0,76.0,9.0,0.510111426268715,2.0,114.0,panel_ftf_web_papi
140028,2,2,1,2.0,2.0,50.0,2.0,4.0,2.0,,2.0,2.0,1.0,1.0,60.0,1.0,1.0,3.0,1.0,6.0,1.0,54.0,13.0,0.447219874961869,1.0,99.0,panel_ftf_web_papi
140029,2,2,1,2.0,2.0,50.0,4.0,2.0,2.0,,2.0,1.0,1.0,1.0,50.0,1.0,,4.0,1.0,5.0,1.0,70.0,15.0,0.343735243962957,2.0,120.0,panel_ftf_web_papi
140030,2,2,1,2.0,2.0,90.0,2.0,4.0,4.0,,4.0,2.0,1.0,1.0,85.0,1.0,,3.0,1.0,2.0,3.0,45.0,9.0,0.560846419562452,1.0,120.0,panel_ftf_web_papi
140032,2,2,1,2.0,2.0,50.0,4.0,4.0,1.0,,1.0,3.0,1.0,1.0,50.0,3.0,4.0,5.0,2.0,5.0,1.0,49.0,9.0,1.63219312673646,2.0,93.0,panel_ftf_web_papi
140033,2,2,1,2.0,2.0,70.0,2.0,1.0,5.0,,5.0,1.0,1.0,1.0,70.0,1.0,,3.0,1.0,1.0,1.0,50.0,14.0,0.12323709636747,2.0,110.0,panel_ftf_web_papi
140034,2,2,1,2.0,2.0,30.0,6.0,7.0,1.0,,1.0,5.0,1.0,1.0,50.0,1.0,,5.0,2.0,7.0,1.0,70.0,13.0,0.311936933263486,1.0,121.0,panel_ftf_web_papi
140035,2,2,1,2.0,2.0,50.0,1.0,1.0,4.0,,4.0,2.0,1.0,1.0,50.0,1.0,,4.0,1.0,3.0,1.0,64.0,15.0,0.636676229639693,2.0,87.0,panel_ftf_web_papi
140037,2,2,1,2.0,1.0,70.0,4.0,7.0,2.0,,2.0,2.0,1.0,1.0,40.0,5.0,,3.0,1.0,2.0,2.0,75.0,12.0,1.1015414728927,1.0,128.0,panel_ftf_web_papi
140038,2,2,1,2.0,1.0,100.0,3.0,2.0,7.0,,7.0,1.0,3.0,1.0,100.0,1.0,,2.0,1.0,2.0,1.0,32.0,15.0,1.24543604043515,2.0,121.0,panel_ftf_web_papi
140039,2,2,1,2.0,2.0,85.0,1.0,1.0,7.0,,7.0,1.0,1.0,1.0,85.0,1.0,,2.0,1.0,1.0,1.0,77.0,14.0,0.248219626597124,1.0,119.0,panel_ftf_web_papi
140040,2,2,1,2.0,2.0,50.0,4.0,4.0,1.0,,1.0,4.0,1.0,2.0,50.0,2.0,2.0,5.0,1.0,6.0,1.0,78.0,13.0,0.266645463544634,1.0,94.0,panel_ftf_web_papi
140041,2,1,1,2.0,,,,7.0,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,7.0,1.0,41.0,13.0,,,,no_design
140043,2,2,1,2.0,2.0,50.0,7.0,7.0,1.0,,1.0,2.0,1.0,1.0,50.0,2.0,,5.0,2.0,7.0,1.0,52.0,14.0,0.226451323792012,1.0,86.0,panel_ftf_web_papi
140044,2,2,1,2.0,1.0,50.0,4.0,7.0,1.0,,1.0,5.0,1.0,1.0,50.0,1.0,,5.0,1.0,7.0,1.0,57.0,13.0,0.413989573590029,1.0,92.0,panel_ftf_web_papi
140046,2,2,1,2.0,2.0,10.0,6.0,4.0,2.0,,2.0,4.0,1.0,2.0,50.0,2.0,6.0,5.0,3.0,7.0,1.0,,8.0,0.165300156360536,1.0,88.0,panel_ftf_web_papi
140048,2,2,1,2.0,2.0,55.0,4.0,4.0,4.0,,4.0,1.0,1.0,1.0,55.0,1.0,,4.0,1.0,3.0,1.0,42.0,13.0,0.644420724099484,2.0,130.0,panel_ftf_web_papi
140049,2,2,1,2.0,2.0,50.0,4.0,6.0,4.0,,4.0,2.0,1.0,2.0,50.0,6.0,,4.0,2.0,7.0,4.0,46.0,13.0,0.746548353236122,2.0,115.0,panel_ftf_web_papi
140050,2,2,1,2.0,2.0,60.0,2.0,4.0,4.0,,4.0,2.0,1.0,1.0,60.0,2.0,,4.0,1.0,3.0,1.0,74.0,14.0,0.329906359149486,1.0,110.0,panel_ftf_web_papi
140052,2,2,1,2.0,1.0,90.0,1.0,2.0,6.0,,6.0,1.0,1.0,1.0,90.0,1.0,,1.0,1.0,1.0,2.0,,14.0,0.0830085816202557,1.0,104.0,panel_ftf_web_papi
140053,2,2,1,2.0,2.0,30.0,4.0,4.0,4.0,,4.0,4.0,1.0,1.0,30.0,4.0,4.0,2.0,3.0,3.0,6.0,66.0,9.0,1.10391648638834,1.0,111.0,panel_ftf_web_papi
140054,2,2,1,2.0,1.0,50.0,4.0,7.0,1.0,,1.0,3.0,1.0,1.0,50.0,2.0,,5.0,2.0,5.0,1.0,,12.0,0.827821447161513,1.0,89.0,panel_ftf_web_papi
140055,2,2,1,2.0,2.0,25.0,6.0,7.0,1.0,,1.0,3.0,1.0,2.0,50.0,4.0,6.0,5.0,1.0,1.0,1.0,69.0,14.0,0.0851332515104662,1.0,103.0,panel_ftf_web_papi
140056,2,2,1,2.0,1.0,80.0,2.0,3.0,4.0,,4.0,2.0,1.0,1.0,85.0,1.0,,3.0,1.0,3.0,1.0,50.0,14.0,0.267143958298708,2.0,134.0,panel_ftf_web_papi
140057,2,2,1,2.0,2.0,0.0,4.0,4.0,1.0,,1.0,3.0,3.0,2.0,30.0,3.0,4.0,4.0,3.0,5.0,1.0,52.0,9.0,0.456839412960755,2.0,97.0,panel_ftf_web_papi
140058,2,2,1,2.0,2.0,,4.0,7.0,1.0,,1.0,4.0,1.0,2.0,70.0,5.0,,5.0,4.0,5.0,1.0,59.0,9.0,0.547537025091409,2.0,130.0,panel_ftf_web_papi
140060,2,2,1,2.0,2.0,70.0,3.0,1.0,1.0,,1.0,2.0,2.0,1.0,100.0,1.0,1.0,2.0,1.0,2.0,1.0,42.0,14.0,0.326968632338951,1.0,101.0,panel_ftf_web_papi
140061,2,2,1,2.0,2.0,60.0,4.0,7.0,1.0,,1.0,4.0,1.0,2.0,70.0,3.0,4.0,4.0,1.0,1.0,1.0,,16.0,0.444835133886846,1.0,101.0,panel_ftf_web_papi
140062,2,2,1,2.0,2.0,75.0,4.0,1.0,4.0,,4.0,2.0,1.0,1.0,75.0,1.0,1.0,2.0,1.0,1.0,1.0,41.0,14.0,0.114298629958036,2.0,124.0,panel_ftf_web_papi
140063,2,2,1,2.0,2.0,60.0,3.0,5.0,2.0,,2.0,4.0,1.0,1.0,70.0,1.0,1.0,3.0,1.0,3.0,1.0,42.0,13.0,0.263061754667804,1.0,95.0,panel_ftf_web_papi
140065,2,2,1,2.0,2.0,50.0,4.0,7.0,1.0,,1.0,3.0,1.0,1.0,50.0,4.0,3.0,3.0,1.0,2.0,1.0,50.0,10.0,0.896003250032915,1.0,113.0,panel_ftf_web_papi
140066,2,2,1,2.0,2.0,100.0,1.0,1.0,7.0,,7.0,1.0,1.0,1.0,100.0,1.0,,1.0,1.0,1.0,1.0,80.0,14.0,0.363272293332302,1.0,111.0,panel_ftf_web_papi
140067,2,2,1,2.0,1.0,70.0,3.0,1.0,7.0,,7.0,1.0,1.0,1.0,85.0,1.0,,3.0,1.0,1.0,1.0,43.0,16.0,0.400537478378715,1.0,104.0,panel_ftf_web_papi
140068,2,1,1,2.0,,,,4.0,3.0,,3.0,,1.0,,,3.0,1.0,,2.0,2.0,2.0,37.0,15.0,,,,no_design
140070,2,2,1,2.0,2.0,70.0,2.0,7.0,1.0,,1.0,1.0,1.0,1.0,100.0,1.0,,3.0,1.0,2.0,1.0,65.0,11.0,0.294259265848083,2.0,91.0,panel_ftf_web_papi
140072,2,2,1,2.0,,,,4.0,4.0,,4.0,,1.0,,,2.0,,,1.0,1.0,1.0,64.0,9.0,1.06608508182234,2.0,104.0,panel_ftf_web_papi
140073,2,2,1,2.0,2.0,50.0,1.0,7.0,1.0,,1.0,1.0,1.0,1.0,50.0,5.0,,5.0,4.0,7.0,1.0,43.0,10.0,0.62648759480521,1.0,85.0,panel_ftf_web_papi
140074,2,2,1,2.0,2.0,40.0,4.0,7.0,6.0,,6.0,2.0,1.0,2.0,50.0,3.0,,2.0,4.0,4.0,2.0,25.0,13.0,1.79576187096134,1.0,97.0,panel_ftf_web_papi
140076,2,2,1,2.0,2.0,50.0,4.0,4.0,6.0,,6.0,1.0,1.0,1.0,30.0,1.0,2.0,4.0,1.0,1.0,1.0,80.0,14.0,0.234666149281185,2.0,113.0,panel_ftf_web_papi
140077,2,2,1,2.0,2.0,50.0,4.0,7.0,1.0,,1.0,3.0,1.0,2.0,50.0,1.0,,3.0,1.0,5.0,1.0,74.0,11.0,0.24578932919036,1.0,85.0,panel_ftf_web_papi
140078,2,2,1,2.0,2.0,50.0,4.0,4.0,4.0,,4.0,3.0,1.0,2.0,50.0,2.0,4.0,4.0,1.0,1.0,3.0,74.0,9.0,1.07570316951144,2.0,106.0,panel_ftf_web_papi
140079,2,2,1,2.0,1.0,50.0,4.0,4.0,2.0,,2.0,1.0,1.0,1.0,50.0,2.0,2.0,4.0,1.0,3.0,1.0,76.0,13.0,0.301363997932478,2.0,98.0,panel_ftf_web_papi
140080,2,2,1,2.0,2.0,30.0,7.0,7.0,1.0,,1.0,2.0,1.0,1.0,15.0,6.0,7.0,5.0,4.0,7.0,1.0,,10.0,0.549016540846663,2.0,112.0,panel_ftf_web_papi
140081,2,2,1,2.0,2.0,15.0,6.0,4.0,2.0,,2.0,1.0,1.0,2.0,30.0,2.0,4.0,5.0,1.0,2.0,1.0,47.0,13.0,0.188407888724836,2.0,94.0,panel_ftf_web_papi
140082,2,2,1,2.0,1.0,50.0,4.0,4.0,4.0,,4.0,2.0,1.0,1.0,50.0,3.0,,4.0,2.0,2.0,2.0,49.0,10.0,0.248415672788414,2.0,99.0,panel_ftf_web_papi
140083,2,2,1,2.0,1.0,100.0,1.0,1.0,7.0,,7.0,1.0,2.0,1.0,90.0,1.0,,1.0,1.0,3.0,1.0,48.0,13.0,0.218022068357698,1.0,115.0,panel_ftf_web_papi
140084,2,2,1,2.0,2.0,60.0,2.0,4.0,1.0,,1.0,1.0,1.0,1.0,90.0,1.0,1.0,2.0,1.0,1.0,3.0,54.0,11.0,0.42296115456015,1.0,133.0,panel_ftf_web_papi
140085,2,2,1,2.0,2.0,85.0,4.0,2.0,6.0,,6.0,4.0,1.0,1.0,100.0,1.0,1.0,2.0,1.0,3.0,1.0,40.0,14.0,0.350331467393585,2.0,93.0,panel_ftf_web_papi
140086,2,2,1,2.0,2.0,,2.0,4.0,2.0,,2.0,2.0,1.0,1.0,,1.0,1.0,4.0,1.0,3.0,1.0,37.0,13.0,0.682142019999895,1.0,104.0,panel_ftf_web_papi
140087,2,2,1,2.0,2.0,50.0,4.0,7.0,7.0,,7.0,1.0,1.0,1.0,50.0,1.0,2.0,5.0,1.0,7.0,1.0,59.0,9.0,1.35103528705365,1.0,113.0,panel_ftf_web_papi
140088,2,2,1,2.0,2.0,50.0,4.0,6.0,1.0,,1.0,3.0,1.0,1.0,50.0,1.0,,4.0,2.0,6.0,1.0,32.0,13.0,0.791714505106378,1.0,97.0,panel_ftf_web_papi
140089,2,2,1,2.0,1.0,50.0,4.0,4.0,2.0,,2.0,1.0,1.0,1.0,70.0,2.0,,5.0,1.0,6.0,1.0,38.0,14.0,0.27745125844294,1.0,108.0,panel_ftf_web_papi
140090,2,2,1,2.0,1.0,15.0,7.0,1.0,2.0,,2.0,3.0,1.0,1.0,50.0,1.0,,5.0,4.0,6.0,1.0,28.0,16.0,0.899149085057262,1.0,101.0,panel_ftf_web_papi
140092,2,2,1,2.0,2.0,50.0,4.0,4.0,3.0,,3.0,1.0,1.0,1.0,60.0,2.0,,4.0,1.0,2.0,1.0,79.0,9.0,0.550924474443792,2.0,131.0,panel_ftf_web_papi
140093,2,2,1,2.0,1.0,0.0,7.0,7.0,1.0,,1.0,4.0,1.0,1.0,50.0,3.0,,5.0,2.0,5.0,1.0,65.0,13.0,0.241271930434354,2.0,131.0,panel_ftf_web_papi
140094,2,2,1,2.0,2.0,15.0,4.0,7.0,7.0,,7.0,3.0,1.0,1.0,0.0,6.0,7.0,5.0,3.0,7.0,1.0,80.0,14.0,0.156054503687438,2.0,97.0,panel_ftf_web_papi
140095,2,2,1,2.0,2.0,50.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,50.0,1.0,,3.0,1.0,3.0,1.0,62.0,10.0,0.598114323523255,1.0,104.0,panel_ftf_web_papi
140096,2,2,1,2.0,2.0,100.0,1.0,1.0,7.0,,7.0,1.0,1.0,1.0,100.0,1.0,,1.0,1.0,2.0,3.0,54.0,11.0,0.252014074476408,2.0,119.0,panel_ftf_web_papi
140097,2,2,1,2.0,2.0,70.0,4.0,2.0,4.0,,4.0,3.0,1.0,2.0,85.0,2.0,2.0,3.0,1.0,1.0,1.0,80.0,13.0,0.14661123244699,2.0,123.0,panel_ftf_web_papi
140098,2,2,1,2.0,2.0,60.0,4.0,4.0,4.0,,4.0,3.0,1.0,2.0,60.0,1.0,,4.0,4.0,3.0,1.0,80.0,10.0,0.323884714399376,2.0,114.0,panel_ftf_web_papi
140101,2,2,1,2.0,2.0,90.0,1.0,2.0,4.0,,4.0,2.0,1.0,1.0,95.0,1.0,,2.0,1.0,1.0,1.0,49.0,14.0,0.287105947514476,1.0,95.0,panel_ftf_web_papi
140102,2,2,1,2.0,2.0,50.0,4.0,7.0,1.0,,1.0,4.0,1.0,2.0,50.0,2.0,,5.0,2.0,7.0,1.0,41.0,11.0,0.389318612463084,2.0,110.0,panel_ftf_web_papi
140103,2,2,1,2.0,2.0,,4.0,7.0,1.0,,1.0,3.0,1.0,2.0,50.0,6.0,7.0,3.0,1.0,6.0,1.0,40.0,12.0,0.558574696860097,1.0,98.0,panel_ftf_web_papi
140105,2,2,1,2.0,2.0,40.0,4.0,7.0,4.0,,4.0,3.0,1.0,2.0,30.0,6.0,,5.0,4.0,7.0,1.0,,9.0,0.521152729575329,1.0,95.0,panel_ftf_web_papi
140107,2,1,1,,,,,6.0,2.0,,2.0,,,,,,,,3.0,5.0,,70.0,12.0,,,,no_design
140108,2,2,1,2.0,2.0,50.0,4.0,4.0,4.0,,4.0,2.0,1.0,1.0,50.0,1.0,2.0,3.0,3.0,2.0,1.0,64.0,10.0,1.76486033145318,2.0,87.0,panel_ftf_web_papi
140110,2,2,1,2.0,2.0,30.0,4.0,7.0,7.0,,7.0,3.0,1.0,1.0,50.0,2.0,4.0,5.0,4.0,7.0,4.0,80.0,16.0,0.578296842480724,1.0,105.0,panel_ftf_web_papi
140112,2,2,1,2.0,2.0,15.0,4.0,7.0,6.0,,6.0,3.0,1.0,1.0,20.0,6.0,6.0,5.0,2.0,7.0,1.0,76.0,10.0,0.278018875404265,2.0,110.0,panel_ftf_web_papi
140113,2,2,1,2.0,2.0,15.0,7.0,7.0,7.0,,7.0,3.0,1.0,2.0,30.0,6.0,,3.0,4.0,6.0,1.0,61.0,14.0,0.245993152809589,2.0,102.0,panel_ftf_web_papi
140114,2,2,1,2.0,2.0,30.0,4.0,2.0,4.0,,4.0,3.0,1.0,2.0,85.0,2.0,2.0,2.0,1.0,7.0,3.0,40.0,14.0,0.51148698321812,2.0,118.0,panel_ftf_web_papi
140115,2,2,1,2.0,1.0,40.0,4.0,4.0,4.0,,4.0,1.0,1.0,1.0,30.0,5.0,,4.0,1.0,1.0,2.0,65.0,11.0,0.432657147058909,1.0,100.0,panel_ftf_web_papi
140116,2,2,1,2.0,2.0,0.0,7.0,7.0,1.0,,1.0,3.0,1.0,1.0,50.0,6.0,,5.0,2.0,7.0,1.0,62.0,14.0,0.944980110210443,2.0,92.0,panel_ftf_web_papi
140117,2,2,1,2.0,1.0,85.0,1.0,4.0,5.0,,5.0,1.0,2.0,1.0,100.0,1.0,1.0,2.0,1.0,3.0,2.0,34.0,10.0,2.46018545050957,1.0,100.0,panel_ftf_web_papi
140119,2,2,1,2.0,2.0,40.0,7.0,7.0,1.0,,1.0,3.0,1.0,1.0,50.0,2.0,,5.0,1.0,7.0,1.0,,14.0,0.651088818684794,1.0,124.0,panel_ftf_web_papi
140120,2,2,1,2.0,2.0,70.0,4.0,4.0,4.0,,4.0,1.0,1.0,1.0,50.0,2.0,2.0,2.0,1.0,1.0,3.0,76.0,10.0,0.395874621483449,1.0,116.0,panel_ftf_web_papi
140122,2,2,1,2.0,1.0,15.0,7.0,7.0,7.0,,7.0,2.0,1.0,1.0,38.0,2.0,4.0,5.0,2.0,4.0,2.0,56.0,9.0,1.77599786475707,2.0,112.0,panel_ftf_web_papi
140123,2,2,1,2.0,2.0,40.0,4.0,6.0,1.0,,1.0,2.0,1.0,2.0,50.0,1.0,2.0,5.0,1.0,3.0,1.0,44.0,9.0,0.799496106234018,1.0,120.0,panel_ftf_web_papi
140124,2,2,1,2.0,2.0,60.0,4.0,4.0,4.0,,4.0,2.0,1.0,1.0,100.0,1.0,,2.0,1.0,1.0,1.0,27.0,13.0,0.704912281562847,2.0,125.0,panel_ftf_web_papi
140125,2,2,1,2.0,2.0,50.0,6.0,1.0,1.0,,1.0,5.0,1.0,1.0,50.0,1.0,,3.0,1.0,7.0,1.0,58.0,9.0,1.88258829198942,1.0,91.0,panel_ftf_web_papi
140126,2,2,1,2.0,2.0,70.0,2.0,4.0,4.0,,4.0,2.0,1.0,1.0,70.0,1.0,1.0,3.0,1.0,1.0,1.0,74.0,14.0,0.462670180184107,2.0,109.0,panel_ftf_web_papi
140127,2,2,1,2.0,2.0,100.0,2.0,7.0,4.0,,4.0,,1.0,2.0,100.0,1.0,2.0,1.0,2.0,1.0,3.0,27.0,10.0,5.00000000630273,2.0,125.0,panel_ftf_web_papi
140128,2,2,1,2.0,2.0,50.0,4.0,2.0,6.0,,6.0,2.0,1.0,2.0,50.0,2.0,,2.0,1.0,3.0,2.0,70.0,16.0,0.593314600336846,1.0,126.0,panel_ftf_web_papi
140129,2,2,1,2.0,2.0,40.0,4.0,7.0,1.0,,1.0,,1.0,1.0,84.0,3.0,2.0,5.0,2.0,7.0,1.0,31.0,10.0,1.04927967134835,1.0,125.0,panel_ftf_web_papi
140131,2,2,1,2.0,2.0,15.0,7.0,7.0,7.0,,7.0,3.0,1.0,2.0,50.0,5.0,,5.0,2.0,7.0,1.0,66.0,13.0,0.325657535110173,1.0,102.0,panel_ftf_web_papi
140132,2,2,1,2.0,2.0,85.0,4.0,4.0,4.0,,4.0,2.0,1.0,1.0,100.0,1.0,1.0,2.0,1.0,3.0,1.0,41.0,15.0,0.252814715684874,2.0,129.0,panel_ftf_web_papi
140133,2,1,1,2.0,,,,6.0,1.0,,1.0,,1.0,,,,,,1.0,5.0,1.0,56.0,9.0,,,,no_design
140134,2,2,1,2.0,2.0,50.0,4.0,7.0,1.0,,1.0,4.0,1.0,1.0,50.0,4.0,,5.0,3.0,6.0,1.0,56.0,13.0,0.482815351664329,2.0,86.0,panel_ftf_web_papi
140135,2,2,1,2.0,2.0,0.0,7.0,7.0,1.0,,1.0,2.0,1.0,2.0,30.0,2.0,7.0,5.0,2.0,7.0,1.0,80.0,14.0,0.343455631086846,1.0,97.0,panel_ftf_web_papi
140136,2,2,1,2.0,2.0,70.0,4.0,7.0,1.0,,1.0,2.0,1.0,1.0,70.0,6.0,,3.0,1.0,5.0,1.0,77.0,10.0,0.303311381857065,1.0,92.0,panel_ftf_web_papi
140139,2,2,1,2.0,2.0,60.0,4.0,5.0,4.0,,4.0,3.0,1.0,2.0,50.0,2.0,,4.0,3.0,1.0,1.0,68.0,11.0,0.0810093655750511,2.0,111.0,panel_ftf_web_papi
140140,2,2,1,2.0,2.0,85.0,7.0,1.0,1.0,,1.0,1.0,1.0,1.0,70.0,1.0,1.0,4.0,1.0,5.0,1.0,59.0,10.0,0.585888435891225,2.0,130.0,panel_ftf_web_papi
140141,2,2,1,2.0,1.0,85.0,1.0,4.0,7.0,,7.0,1.0,4.0,1.0,90.0,1.0,,1.0,1.0,3.0,2.0,33.0,14.0,0.489493547496166,2.0,119.0,panel_ftf_web_papi
140142,2,2,1,2.0,2.0,50.0,4.0,7.0,1.0,,1.0,1.0,1.0,2.0,50.0,3.0,7.0,5.0,1.0,1.0,2.0,38.0,10.0,0.515578884898444,1.0,96.0,panel_ftf_web_papi
140143,2,2,1,2.0,2.0,50.0,3.0,,,,,,1.0,2.0,50.0,,,5.0,,,1.0,49.0,14.0,0.198275515436684,1.0,133.0,panel_ftf_web_papi
140144,2,2,1,2.0,2.0,50.0,2.0,1.0,7.0,,7.0,1.0,1.0,1.0,50.0,1.0,,2.0,1.0,1.0,1.0,44.0,15.0,0.120112525080327,2.0,111.0,panel_ftf_web_papi
140145,2,2,1,2.0,2.0,50.0,2.0,2.0,4.0,,4.0,3.0,1.0,1.0,50.0,1.0,,3.0,2.0,2.0,3.0,53.0,10.0,4.43958297281836,2.0,121.0,panel_ftf_web_papi
140146,2,2,1,2.0,1.0,90.0,2.0,2.0,4.0,,4.0,1.0,1.0,1.0,90.0,1.0,,3.0,1.0,1.0,1.0,44.0,14.0,0.372714049277204,2.0,124.0,panel_ftf_web_papi
140147,2,2,1,2.0,2.0,50.0,7.0,7.0,1.0,,1.0,3.0,1.0,2.0,50.0,6.0,,5.0,2.0,7.0,1.0,80.0,10.0,1.81076019409086,1.0,107.0,panel_ftf_web_papi
140149,2,2,1,2.0,2.0,40.0,7.0,7.0,1.0,,1.0,2.0,1.0,2.0,15.0,6.0,7.0,5.0,1.0,5.0,1.0,71.0,13.0,0.174585389545604,2.0,90.0,panel_ftf_web_papi
140150,2,2,1,2.0,2.0,50.0,4.0,4.0,6.0,,6.0,2.0,1.0,2.0,50.0,2.0,,4.0,3.0,5.0,1.0,59.0,13.0,0.226824508946176,2.0,87.0,panel_ftf_web_papi
140151,2,2,1,2.0,2.0,30.0,7.0,7.0,1.0,,1.0,3.0,1.0,1.0,50.0,6.0,,4.0,1.0,6.0,1.0,69.0,10.0,1.27210570834445,1.0,93.0,panel_ftf_web_papi
140152,2,2,1,2.0,2.0,85.0,1.0,1.0,6.0,,6.0,1.0,1.0,2.0,100.0,1.0,1.0,2.0,1.0,1.0,1.0,73.0,14.0,0.136432867835673,2.0,107.0,panel_ftf_web_papi
140155,2,2,1,2.0,1.0,15.0,7.0,7.0,1.0,,1.0,1.0,1.0,1.0,15.0,2.0,,5.0,2.0,7.0,1.0,66.0,9.0,1.08178185596371,2.0,87.0,panel_ftf_web_papi
140156,2,2,1,2.0,,50.0,7.0,7.0,1.0,,1.0,,1.0,,50.0,3.0,3.0,5.0,1.0,6.0,1.0,54.0,14.0,0.49543418052151,1.0,126.0,panel_ftf_web_papi
140157,2,2,1,2.0,2.0,85.0,1.0,4.0,4.0,,4.0,2.0,1.0,1.0,85.0,1.0,,5.0,1.0,4.0,2.0,50.0,9.0,0.607841891539667,1.0,109.0,panel_ftf_web_papi
